L_Come;L_Interlocut;Customer Account # / Cliente;Customer Name/Solic;Customer Name2;RUTA VENTA;City;Calle;LATITUT;LONGITUTD;FRECUENCIA
FSE;210375;11739328;SBR RESTAURANTS SAC;;ZBQ;MIRAFLORES;CA SCHELL 459 URB LEURO;-12.1231741;-77.0272108;MXJVS
FSE;210371;11739547;GRUPO ONCE SAC;TO GO JOCKEY;KG3;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200;-12.0867079;-76.9788978;JS
FSE;210371;11739621;LA CUADRA DE CHACARILLA SAC;LA CUADRA DE SALVADOR;ZBE;SAN BORJA;AV PRIMAVERA 1053 URB CHACARILLA;-12.1098322;-76.9810547;JS
FSE;210372;11739690;CAFE LEYENDAS SAC;CAFECCINO;ZAY;SAN MIGUEL;AV PARQUE DE LAS LEYENDAS 222;-12.0764472;-77.0881401;MJ
FSE;204576;11739930;GRUPO ONCE SAC;TO GO  LA RAMBLA;KG3;BREÑA;AV BRASIL 778 LOCAL LC-109 RAMBLA B;-12.0668789;-77.0474256;MXV
FSE;210371;11740629;DESPERTA SAN BORJA SAC;;ZAY;SAN BORJA;AV CANADA 3416 URB. JACARANDA;-12.0815241;-76.9946523;JS
FSE;210371;11740965;SIERRA GASTRONOMICA SAC;DOÑA CHURRITA;ZCE;SANTIAGO DE SURCO;AV LA ENCALADA 673 URB CC MONTERRIC;-12.1090176;-76.9726037;JS
FSE;210357;11741149;AGAJAIVI SAC;;ZCE;ATE;MZ B1 LT 8 ASC LAS AMERICAS;-12.0342704;-76.9042204;LV
FSE;205356;11731183;NESSUS HOTELES PERU SA;CASA ANDINA;ASA;SAN ISIDRO;CA AMADOR MERINO REYNA  320 URB JAR;;;LXV
FSE;210363;11735738;TACOS MARCIAL EIRL;;ARZ;SAN JUAN DE LURIGANCHO;CA LAS PERLAS 2335;-11.9975521;-77.0083394;LJ
FSE;210368;11741367;LA CABAÑA BRASAS PERUANAS SAC;LA CABAÑA;ZCE;SAN JUAN DE LURIGANCHO;AV PROCERES DE INDEPENDENCIA 3326;-12.0250195;-77.0090866;LJ
FSE;210374;11741420;NUEVOS SABORES SAC;;ZAY;LINCE;AV AREQUIPA 2183;-12.0861869;-77.0340327;LXV
FSE;210375;11741421;SERVICIOS COMERCIALES Y TURIST;;WA4;MIRAFLORES;AV ERNESTO DIEZ CANSECO 119 URB MI;-12.1219086;-77.0298551;MXJVS
FSE;210375;11741833;JKE INVERSIONES SAC;DOOMO SALTADO;WA4;SURQUILLO;CA GRAL SALAVERRY 1263;-12.1088395;-77.0200122;LXV
FSE;204571;11741839;SOCIEDAD CORPORATIVA E INVERSI;;ARY;SAN MIGUEL;CTO DE PLAYAS SN;-12.0904152;-77.0894529;MJ
FSE;210375;11742205;ECCLA SAC;;ZBQ;SURQUILLO;AV DOMINGO ORUE 469 INT 202A;-12.1070949;-77.0232021;LXV
FSE;210370;11742585;CINCO MILLAS SAC;KALLPAWASI;WA4;ATE;CA ROBERT FULTON 145;-12.0608981;-76.9728381;LV
FSE;210372;11742719;ENTRE PERAS & MANZANAS EIRL;;ZAY;LIMA;PJE ACUÑA 123;-12.0485413;-77.0309646;X
FSE;210368;11743024;APAPACHO CAFETERIA EIRL;APAPACHO CAFETERIA;KE6;SAN JUAN DE LURIGANCHO;JR TAPAYAURI 530;-12.0233291;-76.9974094;LJ
FSE;210368;11743580;ARQUEROS ALAYO CARLOS CRISTIAN;RESTAURANTE MOCHE;KE6;SAN JUAN DE LURIGANCHO;AV PROCERES DE LA INDEPENDENCIA 665;-12.0205629;-77.0055694;LJ
FSE;210375;11743899;INMOBILIARIA VISTAMAR SA;INTERCONTINENTAL;ASA;MIRAFLORES;CA ALCANFORES 1332;-12.1330694;-77.0285872;MXJVS
FSE;210371;11744253;CORPORACION MOREFFI PERU EIRL;;ZBQ;SANTIAGO DE SURCO;JR PROGRESO 532;-12.1382413;-77.0145061;JS
FSE;210375;11744765;INMOBILIARIA PARDO 200 SAC;;ASA;MIRAFLORES;CA ATAHUALPA 155;-12.1185911;-77.030423;MXJVS
FSE;210368;11744942;VITAL WORLD SAC;CAFETERIA ICE LU;KE6;SAN JUAN DE LURIGANCHO;AV DEL PARQUE MZ E LT 29 CANTO REY;-11.9790353;-77.0022931;LJ
FSE;210370;11745237;GRUPO ONCE SAC;DON MAMINO;KG3;SANTA ANITA;AV CARRETERA CENTRAL 111;-12.056646;-76.9707386;LV
FSE;210371;11745358;COMERCIAL TODO TENGO SAC;WILLIAM FLORES CAFE;ZAY;SAN BORJA;AV SAN LUIS 2002;-12.0900575;-76.9963859;JS
FSE;211525;11745459;CORI WORLD SAC;;ARY;ATE;CA COPENHAGUE 130;-12.0430543;-76.9346687;LV
FSE;210368;11745532;GRUPO ONCE SAC;DON MAMINO;KG3;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400 CC PZA NOR;-12.0061854;-77.0591497;MV
FSE;210368;11745889;RETAIL SERVICES SAC;BLERIOT COOPER BOMBONNIERE;KG3;CALLAO;AV CORONEL NESTOR GAMBETTA 1570;-12.0258513;-77.1078694;MJ
FSE;210374;11746195;RAMUZA SAC;;ZAY;LINCE;AV JULIO CESAR TELLO  522;-12.0862006;-77.0390494;LXV
FSE;210375;11746203;VAIRA SAC;VAIRA;ZBQ;MIRAFLORES;CA SCIPION LLONA 125;-12.1074571;-77.0304895;MXJVS
FSE;210375;11746328;BABEAT SAC;;ZBQ;MIRAFLORES;CA MENDIBURU 1140 INT 2;-12.1106562;-77.0493721;MXJVS
FSE;205356;11746440;NANU EIRL;;ZBQ;SAN ISIDRO;CA LOS PINOS 131;-12.0908428;-77.0371508;LXV
FSE;210369;11746815;NARUTO MIRAFLORES SAC;NARUTO;ZBQ;SANTIAGO DE SURCO;AV AVIACION 4839 INT 101;-12.1240996;-76.9988944;JS
FSE;205356;11747029;BENTEN SAC;BENTEN;KF2;SAN ISIDRO;AV LOS CONQUISTADORES 430;-12.1002478;-77.0367473;LXV
FSE;210375;11747236;PANDA RESTAURANTES SAC;;ZBQ;MIRAFLORES;CA ELIAS AGUIRRE 277;-12.1170265;-77.0349171;MXJVS
FSE;210357;11747408;GASTRONOMIC FOOD INVESTMENTS E;DELIVERY FACTORY;ZBQ;ATE;AV METROPOLITANA MZ N LT 22 URB TIL;-12.0328871;-76.9370171;LV
FSE;210371;11747411;PURE GRILLED CHICKEN FLAVOR RE;;ZBQ;SAN LUIS;AV AGUSTIN DE LA ROSA TORO 598 URB;-12.0763262;-76.9955419;MX
FSE;210375;11747819;LUGAR INFINITO SAC;LUGAR INFINITO CAFE;ZBQ;MIRAFLORES;AV ALMIRANTE GRAU 324;-12.121504;-77.0349387;MXJVS
FSE;210370;11747823;MENDOZA SEGURA DINHO PAOLO;DELIVERY FACTORY;ZBQ;SANTA ANITA;AV LOS CHANCAS MZ D LT 1;-12.0353105;-76.9580726;LV
FSE;210368;11748065;BUSINESS KANKAS EIRL;KANKAS;KE6;SAN JUAN DE LURIGANCHO;AV LOS POSTES ESTE 200 MZ I LT 1 UR;-11.9969403;-77.0078385;LJ
FSE;210375;11748072;GRUPO ENTRETENEDORES SAC;SOFA CAFE;ZCE;MIRAFLORES;AV JOSE PARDO 216 INT L11;-12.1186502;-77.0304749;MXJVS
FSE;210369;11748771;MAGIA DEL PERU SAC;;ZBQ;SANTIAGO DE SURCO;PRO BENAVIDES 3887;-12.1277254;-76.9948038;JS
FSE;210371;11748881;SAN ANTONIO DE GUARDIA CIVIL S;;KG3;SAN BORJA;AV DEL PARQUE NORTE 930;-12.0943961;-77.0099822;JS
FSE;210368;11748885;CUSIHUAMAN CUSICUNA ROLANDO;PASTELERIA DJHON;KE6;SAN JUAN DE LURIGANCHO;AV LOS JARDINES ESTE 518;-12.0038143;-77.0016275;LJ
FSE;210368;11748897;VASQUEZ PEÑA ELSER;;KE6;SAN JUAN DE LURIGANCHO;AV  LOS JARDINES ESTE 576;-12.0034798;-77.0008215;LJ
FSE;210368;11748938;LOPEZ CHACON DE MEDINA SANTA G;;ARZ;SAN JUAN DE LURIGANCHO;JR CHINCHAISUYO 127;-12.0272089;-77.0000289;LJ
FSE;210368;11749037;COSTA DEL SOL SA;;ASA;CALLAO;AV MORALES DUARES SN AEROPUERTO JOR;-12.0305033;-77.11529;MJ
FSE;210368;11749337;TRINIDAD OROSCO LISBETH MERY;PIZZERIA DON ALEJO;KE6;SAN JUAN DE LURIGANCHO;MZ N LT 3  PARCELA  A  AH  PALOMARE;-12.0127186;-76.993718;LJ
FSE;210368;11749338;GONZALES ANCCO ROBERTO;CASA BLANCA PIZZAS ARTESANALES A LA;KE6;SAN JUAN DE LURIGANCHO;MZ N LT 3  PARCELA  A  AH  PALOMARE;-12.0127179;-76.9937184;LJ
FSE;210369;11749394;SUSHI CUSCO NIKKEI RESTAURANT;SUSHI CUSCO NIKKEI REST;ZBQ;SANTIAGO DE SURCO;AV ALFREDO BENAVIDES 4553 URB VISTA;-12.1277955;-76.9893417;JS
FSE;210368;11749516;HILARES MARTINEZ LIZZET MARICE;;KE6;SAN JUAN DE LURIGANCHO;AV LAS FLORES DE PRIMAVERA 1167;-12.0096238;-77.0113389;LJ
FSE;205859;11749658;OSORIO ALARCON PAUL ANGEL;PAUL PIZZA;KE6;LURIGANCHO;AV LIMA SUR 471;-11.9367527;-76.6961088;MV
FSE;210368;11749677;ESTEBAN CRISPIN ANGEL RAFAEL;;KE6;SAN JUAN DE LURIGANCHO;JR LAS GARDENIAS 768 URB LOS JAZMIN;-11.9700168;-77.0015806;LJ
FSE;210371;11749833;ESISA GASTRONOMICA SAC;;ZCE;SAN BORJA;AV SAN LUIS 1982 URB SAN BORJA NORT;-12.0892651;-76.9965121;JS
FSE;205859;11750116;NEGOCIOS JORDI SRL;;KE6;LURIGANCHO;AV LA PAZ MZ A LT 8 LA CAPITANA ALT;-12.0179854;-76.9142654;MV
FSE;204617;11750188;X RETAIL EIRL;X RETAIL;ARZ;CIENEGUILLA;CA GALILEA MZ Q LT 1 CP VILLA TOLED;-12.1014615;-76.8022696;V
FSE;204576;11750197;HOTEL PLAZA SA;DOUBLE TREE BY HILTON IQUITOS;ASA;PUEBLO LIBRE;JR CARLOS CUETO FERNANDINI 255;-12.0688317;-77.0764833;J
FSE;210374;11750199;INVERSIONES TURISTICAS HILTON;POLLOS Y PARRILLADAS HILTON;ZAY;LINCE;JR JULIO C TELLO 802;-12.0864795;-77.0414261;LXV
FSE;210368;11750209;NEGOCIOS ESTELA GROUP SAC;;ARZ;SAN MARTIN DE PORRES;CC COMERCIAL REAL PLAZA PRO INT M18;-11.9401582;-77.0696163;LJ
FSE;210371;11750511;NML CHICKEN AND FUSION FOODS E;;ZBQ;SAN LUIS;CA MANUEL BEINGOLEA 275 URB LA VIÑA;-12.0717235;-76.9964045;MX
FSE;210375;11750730;ATELIER PIZZAPASTA ARTESANAL S;;ZCE;MIRAFLORES;AV MARISCAL JOSE DE LA MAR 1172;-12.11057;-77.04826;MXJVS
FSE;211525;11750857;GRUPO ONCE SAC;DON MAMINO;KG3;ATE;AV NICOLAS AYLLON 4770;-12.0390376;-76.9323571;LV
FSE;210368;11751119;ALARCON NUÑEZ MAX RAUL;MAX RAUL ALARCON NUÑEZ;ARY;SAN JUAN DE LURIGANCHO;JR LOS EBANOS  734 A;-12.0052881;-77.0141984;LJ
FSE;210371;11751889;REPSOL COMERCIAL SAC;REPSOL;ZBO;SAN BORJA;AV AVIACION 3401;-12.105398;-77.000966;JS
FSE;204570;11754248;RESTAURANT POLLOS A LA BRASA A;POLLERIA ANDINO;ARZ;CARMEN DE LA LEGUA REYNOS;AV 1RO DE MAYO 193;-12.0409142;-77.0977539;#N/D
FSE;204571;11754335;PAZ REYES MARIA DEL ROSARIO;MARIA  DEL ROSARIO PAZ REYES;ZAY;SAN MIGUEL;CA ALFREDO NOVOA CAVA 282;-12.0735251;-77.091619;MJ
FSE;210371;11755679;BANCO DE ALIMENTOS PERU;;WA4;SAN ISIDRO;AV PASEO DE LA REPUBLICA  3717;-12.1011157;-77.0265908;LXV
FSE;210370;11755855;PANISTERIA SAC;PANISTERIA;KG3;SANTA ANITA;AV CARRETERA CENTRAL 111;-12.0566434;-76.9707744;LV
FSE;204571;11756481;COREST SAN MIGUEL SAC;EL CHINITO;ZBE;SAN MIGUEL;AV UNIVERSITARIA 1035;-12.075653;-77.080536;MJ
FSE;210369;11756712;LOPEZ GALCERAN LUIS;SAN GUCHAZO;ARY;SANTIAGO DE SURCO;JR TOMASAL 350;-12.1102612;-76.9679778;JS
FSE;205859;11757852;FRANQUICIA LEÑA Y CARBON EIRL;LEÑA Y CARBON;ZCE;ATE;AV LA ESPERANZA MZ H LT 18;-12.0346723;-76.9045389;LV
FSE;205859;11757854;FRANQUICIA GOLDEN CHICKEN EIRL;GOLDEN CHICKEN;ZCE;LURIGANCHO;AV LIMA SUR 631;-11.9378358;-76.6970668;MV
FSE;210368;11757855;ROCIO PAMELA QUISPE MEJIA EIRL;LEÑA Y CARBON;ZCE;SAN JUAN DE LURIGANCHO;AV GARAGAY MZ F LT 1 URB CANTO REY;-11.9779025;-77.0036421;LJ
FSE;204565;11757856;ROCIO PAMELA QUISPE MEJIA EIRL;LEÑA Y CARBON;ZCE;LOS OLIVOS;AV UNIVERSITARIA NORTE 2300;-11.9972709;-77.084148;LJ
FSE;210368;11757857;ROCIO PAMELA QUISPE MEJIA EIRL;LEÑA Y CARBON;ZCE;CALLAO;AV DOMINICOS MZ A LT 1 URB DOMINICO;-11.9934635;-77.1047903;MJ
FSE;210370;11757858;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;ATE;AV LA ESTRELLA 210 URB CENTRO POBLA;-12.0162849;-76.8845772;LV
FSE;210370;11757859;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;SANTA ANITA;AV GRAN CHIMU 115 COO CHANCAS DE AN;-12.0429678;-76.9700132;LV
FSE;210368;11757860;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;SAN MARTIN DE PORRES;AV LIMA 3701 URB PERU;-12.0284775;-77.0878263;LJ
FSE;210368;11757861;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;SAN JUAN DE LURIGANCHO;AV PROCERES DE LA INDEPENDEN 3914;-11.9594512;-76.9915527;LJ
FSE;210368;11757862;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;CALLAO;AV CENTRAL MZ R LT 12;-12.0465421;-77.116112;MJ
FSE;210368;11757863;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;CALLAO;JR MRSCAL ANTONIO JOSE DE SUCRE 595;-12.0510097;-77.1392011;MJ
FSE;211525;11757864;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;ATE;MZ D1 LT 1 URB LOS PORTALES DE JAVI;-12.0434346;-76.9294696;LV
FSE;205859;11757865;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;ATE;CA CENTRAL LT 74 FND SAN JUAN DE PA;-11.9952855;-76.8764645;LV
FSE;210368;11757867;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;LOS OLIVOS;AV ANGELICA GAMARRA 629 URB EL TREB;-12.0055919;-77.0685267;LJ
FSE;204570;11757868;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;LA PERLA;AV SANTA ROSA 551 URB LA PERLA;-12.0697576;-77.121625;M
FSE;205859;11757869;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;ATE;GR UCV 20 MZ 20 LT 60 AH HUAYCAN ZO;-12.0127005;-76.8255318;LV
FSE;204565;11757870;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;COMAS;AV CARABAYLLO 1187 COO EL PARRAL ET;-11.9507521;-77.0561927;MV
FSE;210368;11757871;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;CALLAO;AV BOCANEGRA MZ G LT 29 URB LOS JAZ;-12.0073646;-77.1017428;MJ
FSE;210368;11757872;NEGOCIACIONES SANTA CRUZ SAC;;ZCE;SAN JUAN DE LURIGANCHO;MZA I 1 LT 3 BAR GRUP RESID PROGRAM;-11.9518039;-76.9881859;LJ
FSE;210375;11757949;TOMOPESCA SAC;;ARZ;MIRAFLORES;CA FRANCISCO DE PAULA CAMINO 285;-12.1208326;-77.0324276;MXJVS
FSE;210358;11758543;MAIA SAC;WASI ORGANICS;ARY;ATE;CA LOS TAPICEROS 179;-12.0638522;-76.9680311;LV
FSE;210368;11759804;A LA GLORIA JUGOS Y SANDWICHS;;ARZ;SAN JUAN DE LURIGANCHO;CAL SANTA URSULA MZA  Q LOTE 11 INT;-11.9891147;-77.0012677;LJ
FSE;210370;11760426;INVERSIONES K7 SAC;BARBARAIN;WA4;SANTA ANITA;AV CARRETERA CENTRAL 111 RE 201B  R;-12.0554565;-76.9696672;LV
FSE;210368;11761503;J VARGAS INVERSIONES SAC;;KE6;SAN JUAN DE LURIGANCHO;CA EL LANZON 211 URB ZARATE LIMA;-12.02721;-77.00367;LJ
FSE;210369;11761504;CORPORACION MENDOZA SAC;;ZCE;SANTIAGO DE SURCO;AV PRIMAVERA 1530 URB CENTRO COMERC;-12.1095167;-76.9722191;JS
FSE;205859;11761505;CORPORACION MENDOZA SAC;;ZCE;CHACLACAYO;CA LOS ROBLES MZ 255 LT 6B 1;-11.9755708;-76.7714556;MV
FSE;204576;11761506;CORPORACION MENDOZA SAC;;ZCE;BREÑA;AV ARICA 1045 URB AZCONA;-12.0572732;-77.0516253;MXV
FSE;210371;11761507;CORPORACION MENDOZA SAC;;ZCE;SAN BORJA;AV AVIACION 2556 URB SAN BORJA;-12.0916274;-77.0032939;JS
FSE;210374;11761508;CORPORACION MENDOZA SAC;;ZCE;JESUS MARIA;AV ARNALDO MARQUEZ 1499;-12.0751568;-77.0509657;XS
FSE;205859;11761509;CORPORACION MENDOZA SAC;;ZCE;LURIGANCHO;JR TRUJILLO SUR 436;-11.9355434;-76.6968869;MV
FSE;205859;11761510;CORPORACION MENDOZA SAC;;ZCE;LURIGANCHO;AV LIMA SUR 587;-11.9374465;-76.6967966;MV
FSE;204565;11761618;NETWORKING ORGANIZATION FOR TR;NOT GOMEN;KE6;LOS OLIVOS;AV ALFREDO MENDIOLA 3667;-11.9917818;-77.0643776;LJ
FSE;205859;11761696;FRANQUICIA LEÑA Y CARBON EIRL;LEÑA Y CARBON;ZCE;ATE;LT 74 FND SAN JUAN DE PARIACHI CAL;-12.0117045;-76.8769333;LV
FSE;210372;11761697;CORPORACION MENDOZA SAC;;ZCE;LIMA;JR UCAYALI 156;-12.0472531;-77.031466;X
FSE;210375;11761908;FOGO PERU SAC;FOGO PERU;ZBQ;MIRAFLORES;CA GENERAL BELISARIO SUAREZ 350 URB;-12.1530159;-77.0100934;MXJVS
FSE;210374;11761909;KALDI INVERSIONES SAC;;ZCE;LINCE;CA LOS GERANIOS 424 URB SAN EUGENIO;-12.0900986;-77.0257354;LXV
FSE;210375;11762018;ALIMENTANDO SAC;BRENDA CAFETERIAS;ZCE;MIRAFLORES;CA TARAPACA 365;-12.1122956;-77.0328049;MXJVS
FSE;210368;11762216;VELASQUEZ MENDOZA ANGIE PAMELA;CHAMO SOY;KE6;SAN JUAN DE LURIGANCHO;CA SAN PEDRO 368;-12.0178291;-76.9611993;LJ
FSE;210368;11762256;RESTAURANT Y ANTICUCHERIA SABO;;KE6;SAN JUAN DE LURIGANCHO;AV LAS FLORES MZ D LT 1A URB SAN RA;-11.9725724;-77.0040459;LJ
FSE;210369;11762257;MC & P INVERSIONES PERU SAC;;ZBQ;SANTIAGO DE SURCO;AV LA ENCALADA 998 URB CC MONTERRIC;-12.1062513;-76.9711182;JS
